0.000000000000000000e+00,9.992840629971112554e-01,7.190175900872879805e-03,9.912153151144647012e-01,7.283360254689531625e-03
1.010101010101010166e+00,9.430795049989114665e-01,7.882394158311765639e-03,9.156335299737532463e-01,8.260633350014239679e-03
2.020202020202020332e+00,8.918887212929655917e-01,8.612225396897980889e-03,8.482104117213110639e-01,9.325903400017605815e-03
3.030303030303030276e+00,8.451215055126203302e-01,9.379983977627914110e-03,7.878575948769248605e-01,1.048258697762794941e-02
4.040404040404040664e+00,8.022269599696297826e-01,1.018685446791042261e-02,7.335666016213375773e-01,1.173617803848783954e-02
5.050505050505051052e+00,7.627903653391524541e-01,1.103298244330535444e-02,6.844389397228690664e-01,1.309461870579501329e-02
6.060606060606060552e+00,7.263224010501055927e-01,1.192176894921726481e-02,6.396450379122563534e-01,1.457041488886459159e-02
7.070707070707070940e+00,6.925850145604771635e-01,1.285223955266671415e-02,5.985819879975445845e-01,1.617575099169607858e-02
8.080808080808081328e+00,6.611075774827557261e-01,1.383141222053205742e-02,5.605153176135402315e-01,1.793660847944326953e-02
9.090909090909091717e+00,6.317904187487207723e-01,1.485697727072439814e-02,5.251276438244183442e-01,1.986994799446764604e-02
1.010101010101010210e+01,6.042432746316458436e-01,1.593782122103732518e-02,4.918342041837603373e-01,2.201680503095283445e-02
1.111111111111111249e+01,5.783899415609957684e-01,1.707303621115027759e-02,4.604410587792548415e-01,2.440725661043368841e-02
1.212121212121212110e+01,5.539600190459672557e-01,1.827116102896900185e-02,4.305626301297839076e-01,2.709791129052912043e-02
1.313131313131313149e+01,5.308557165611315076e-01,1.953472540217061904e-02,4.020425477086027044e-01,3.014344899084522161e-02
1.414141414141414188e+01,5.089275202155462141e-01,2.087015754711592230e-02,3.747132804901668890e-01,3.361611685440688696e-02
1.515151515151515227e+01,4.880383446464059971e-01,2.228528733852329705e-02,3.484152052648583631e-01,3.761036723082716166e-02
1.616161616161616266e+01,4.681518865730214807e-01,2.378250643264822120e-02,3.231960993392922754e-01,4.221154700917217201e-02
