0.000000000000000000e+00,9.990042301787592782e-01,7.192061677037630413e-03,9.912153151144647012e-01,7.283360254689531625e-03
1.010101010101010166e+00,9.194528591041999377e-01,8.213413647737959761e-03,9.156335299737532463e-01,8.260633350014239679e-03
2.020202020202020332e+00,8.455636080248499775e-01,9.380450954447568102e-03,8.482104117213110639e-01,9.325903400017605815e-03
3.030303030303030276e+00,7.808148217533276148e-01,1.063504253934628718e-02,7.878575948769248605e-01,1.048258697762794941e-02
4.040404040404040664e+00,7.223057730832386225e-01,1.204176094968125409e-02,7.335666016213375773e-01,1.173617803848783954e-02
5.050505050505051052e+00,6.697664965031849826e-01,1.356448759977493639e-02,6.844389397228690664e-01,1.309461870579501329e-02
6.060606060606060552e+00,6.212973575196978349e-01,1.526779717895927237e-02,6.396450379122563534e-01,1.457041488886459159e-02
7.070707070707070940e+00,5.780411014404657211e-01,1.710364546861053298e-02,5.985819879975445845e-01,1.617575099169607858e-02
8.080808080808081328e+00,5.427539083134687026e-01,1.888517721334642685e-02,5.605153176135402315e-01,1.793660847944326953e-02
9.090909090909091717e+00,5.154573336285618312e-01,2.047635315186153299e-02,5.251276438244183442e-01,1.986994799446764604e-02
1.010101010101010210e+01,4.945563401359098776e-01,2.182198428093090614e-02,4.918342041837603373e-01,2.201680503095283445e-02
1.111111111111111249e+01,4.788492122835787956e-01,2.298217364618940911e-02,4.604410587792548415e-01,2.440725661043368841e-02
1.212121212121212110e+01,4.659938861258751119e-01,2.397632657710083853e-02,4.305626301297839076e-01,2.709791129052912043e-02
1.313131313131313149e+01,4.549447328842953775e-01,2.487652997455175319e-02,4.020425477086027044e-01,3.014344899084522161e-02
1.414141414141414188e+01,4.452151324141243594e-01,2.575279051789264306e-02,3.747132804901668890e-01,3.361611685440688696e-02
1.515151515151515227e+01,4.360409940999870337e-01,2.659922027905230885e-02,3.484152052648583631e-01,3.761036723082716166e-02
1.616161616161616266e+01,4.272850468438326166e-01,2.746482870664481227e-02,3.231960993392922754e-01,4.221154700917217201e-02
1.717171717171717304e+01,4.184476230206569114e-01,2.836454991838196354e-02,2.988870659802346785e-01,4.756908563508237264e-02
1.818181818181818343e+01,4.094078786015999394e-01,2.934252304710540521e-02,2.757084146386619139e-01,5.377403851894863723e-02
1.919191919191919382e+01,3.997404611302959876e-01,3.044413281684180475e-02,2.534906489967557741e-01,6.103817867502811523e-02
2.020202020202020421e+01,3.891480665995435961e-01,3.175086353309692494e-02,2.325070177681289596e-01,6.945852251770021080e-02
2.121212121212121460e+01,3.765946394916553919e-01,3.339171119611480248e-02,2.126683830787055862e-01,7.926678343545583150e-02
2.222222222222222499e+01,3.605698572743415431e-01,3.570147236568523702e-02,1.941286046845874802e-01,9.059242842492513936e-02
2.323232323232323537e+01,3.356641499960418829e-01,3.980649150590357538e-02,1.768527556001353307e-01,1.036500711525172036e-01
2.424242424242424221e+01,2.787861113199229246e-01,5.290066047017855794e-02,1.608726619969682581e-01,1.185956608420967173e-01
2.525252525252525260e+01,1.896942132687360616e-01,9.376299995526451991e-02,1.461523019223425202e-01,1.356068595506425556e-01
