0.000000000000000000e+00,9.990681017501408245e-01,7.204293821975246183e-03,9.911857633774991960e-01,7.283705137004985175e-03
1.010101010101010166e+00,9.182913417354842123e-01,8.241137270975881432e-03,9.155938555269312884e-01,8.261201295232990099e-03
2.020202020202020332e+00,8.451496133556284374e-01,9.400727564287007093e-03,8.481511039273936792e-01,9.326936996579316547e-03
3.030303030303030276e+00,7.802017230801412406e-01,1.065463670064734775e-02,7.877802701883981351e-01,1.048421589557380594e-02
4.040404040404040664e+00,7.208873867089957699e-01,1.208670885327070565e-02,7.335014203231159380e-01,1.173782701559382587e-02
5.050505050505051052e+00,6.673412061243336746e-01,1.364671716365211881e-02,6.843570803683436399e-01,1.309709185637498302e-02
6.060606060606060552e+00,6.197781343453676595e-01,1.533462293293002578e-02,6.395728207944292310e-01,1.457300873000475470e-02
7.070707070707070940e+00,5.794529843031035465e-01,1.704476926339357559e-02,5.984830387540591712e-01,1.617996062654612072e-02
8.080808080808081328e+00,5.470359501151640380e-01,1.865125137413926187e-02,5.605173447626199401e-01,1.793650655972849062e-02
9.090909090909091717e+00,5.229181338971238269e-01,2.001429760500898422e-02,5.250384627496932355e-01,1.987524053191342885e-02
1.010101010101010210e+01,5.047500440911881769e-01,2.116747669189267614e-02,4.917440932295891742e-01,2.202311790802613523e-02
1.111111111111111249e+01,4.903365849395242004e-01,2.214936222993230119e-02,4.603202984952460830e-01,2.441725116378897983e-02
1.212121212121212110e+01,4.782580179962925837e-01,2.303082750823662317e-02,4.304977814792334545e-01,2.710426509586450275e-02
1.313131313131313149e+01,4.674342111389361842e-01,2.385286209249843845e-02,4.020620038565076992e-01,3.014118569604828934e-02
1.414141414141414188e+01,4.578016275055086237e-01,2.465405637254353827e-02,3.746426556614106951e-01,3.362591490552425261e-02
1.515151515151515227e+01,4.485474808964996507e-01,2.545344618061394504e-02,3.483242864050989929e-01,3.762548327152814842e-02
1.616161616161616266e+01,4.394331037756599723e-01,2.627994996911725903e-02,3.230641451816647081e-01,4.223796857443080921e-02
1.717171717171717304e+01,4.302583755602042981e-01,2.716304633113710704e-02,2.988425029858463033e-01,4.757989467010471929e-02
1.818181818181818343e+01,4.205771174399113299e-01,2.813904184889464560e-02,2.756730699862068312e-01,5.378447588556451581e-02
1.919191919191919382e+01,4.101777433380332516e-01,2.927112401406268063e-02,2.534563670111499856e-01,6.105058109081241968e-02
2.020202020202020421e+01,3.978170081449946549e-01,3.062636978113935510e-02,2.324172084881295508e-01,6.949848275248347862e-02
2.121212121212121460e+01,3.833092137583584136e-01,3.244218495824005566e-02,2.126135492379723213e-01,7.929689853510063502e-02
2.222222222222222499e+01,3.630870191400699110e-01,3.526677856472567457e-02,1.940819608276348196e-01,9.062410644778759461e-02
2.323232323232323537e+01,3.257574447909712401e-01,4.169303655602774050e-02,1.768391225168049197e-01,1.036615302275502998e-01
2.424242424242424221e+01,2.406088443768359120e-01,6.612385671472485738e-02,1.608404731052077152e-01,1.186291301232034051e-01
2.525252525252525260e+01,1.586473053756493889e-01,1.209580913002275548e-01,1.461164284325159046e-01,1.356529020124527807e-01
2.626262626262626299e+01,1.018737744179154664e-01,2.187547751334498192e-01,1.326156457406909295e-01,1.548875153088183909e-01
2.727272727272727337e+01,6.480172632975096658e-02,3.656384420819904779e-01,1.202734646728519097e-01,1.764647892852025113e-01
2.828282828282828376e+01,4.121490559595523268e-02,5.432781068872744035e-01,1.090174090386531042e-01,2.004824226141609933e-01
